product_url,product_name,brand_name,rating,number_of_ratings,product_description,release_date,top_notes,middle_notes,base_notes,main_accords,perfumer,product_images,gender,longevity,sillage,scraped_at,source
https://www.fragrantica.com/perfume/Byredo/Mumbai-Noise-69858.html,Mumbai Noise  Byredofor women and men,Byredo,3.4,1076,"Mumbai NoisebyByredois a Woody Spicy fragrance for women and men.Mumbai Noisewas launched in 2021. Top note is Davana; middle notes are Coffee and Tonka Bean; base notes are Agarwood (Oud), Sandalwood and Labdanum.",2021,Davana,"Coffee, Tonka Bean","Agarwood (Oud), Sandalwood, Labdanum","oud, woody, warm spicy, amber",N/A,https://fimgs.net/mdimg/perfume-thumbs/375x500.69858.jpg,for women and men,N/A,N/A,2026-06-06 23:44:46,Fragrantica
https://www.fragrantica.com/perfume/Byredo/Open-Sky-66825.html,Open Sky Byredofor women and men,Byredo,3.73,594,Open SkybyByredois a Woody Spicy fragrance for women and men.Open Skywas launched in 2021. Top notes are Pomelo and Black Pepper; middle note is cannabis; base notes are Vetiver and Palo Santo.,2021,"Pomelo, Black Pepper",cannabis,"Vetiver, Palo Santo","aromatic, citrus, cannabis, woody",N/A,https://fimgs.net/mdimg/perfume-thumbs/375x500.66825.jpg,for women and men,N/A,N/A,2026-06-06 23:44:55,Fragrantica
https://www.fragrantica.com/perfume/Byredo/Oud-Immortel-10759.html,Oud Immortel Byredofor women and men,Byredo,4.0,2308,"Oud ImmortelbyByredois a Woody Chypre fragrance for women and men.Oud Immortelwas launched in 2010. Top notes are Limoncello, Incense and Cardamom; middle notes are Agarwood (Oud), Patchouli, Papyrus and Brazilian Rosewood; base notes are oak moss and Tobacco.Oud possesses a great cultural significance because of its use in traditional incense and perfumes, and it is also mentioned in one of the world's oldest written texts - the Sanskrit Vedas from India. When the once light Aquilaria tree heartwood becomes infected with a specific type of mold, it defends itself with a dark and fragrant protective resin. This now dark wood, oud or agarwood, holds a complex fragrance, resembling few or no other natural ingredients.Oud Immortel is a chypre woody fragrance that merges patchouli and papyrus so the whole composition has a smoky character. Tobacco leaf and moss contribute to the depth and complexity of oud, while rosewood and incense cause the elegant silage on skin.Its is available as Eau de Parfum in 50 ml and 100 ml bottles.",2010,"Limoncello, Incense, Cardamom","Agarwood (Oud), Patchouli, Papyrus, Brazilian Rosewood","oak moss, Tobacco","woody, oud, warm spicy, citrus",N/A,https://fimgs.net/mdimg/perfume-thumbs/375x500.10759.jpg,for women and men,N/A,N/A,2026-06-06 23:45:04,Fragrantica
https://www.fragrantica.com/perfume/Byredo/Palermo-12488.html,Palermo Byredofor women,Byredo,3.73,553,"PalermobyByredois a Citrus fragrance for women.Palermowas launched in 2010. The nose behind this fragrance is Ben Gorham. Top notes are Citruses, Petitgrain and Bergamot; middle notes are Musk and Rose; base note is Ambrette (Musk Mallow).Palermo, from Byredo fragrance collection created by Ben Gorham, is launched in 2010. Palermo is a scent of Sicily and its orange and lemon trees. Top notes: bergamot and bigarde. Heart: fresh musk and rose. Base: skin musk and ambrette flower.It is available as 50 and 100 ml EDP.",2010,"Citruses, Petitgrain, Bergamot","Musk, Rose",Ambrette (Musk Mallow),"citrus, fresh spicy, aromatic, musky",Ben Gorham,https://fimgs.net/mdimg/perfume-thumbs/375x500.12488.jpg,for women,N/A,N/A,2026-06-06 23:45:14,Fragrantica
https://www.fragrantica.com/perfume/Byredo/Pulp-3576.html,Pulp Byredofor women and men,Byredo,3.76,4523,"PulpbyByredois a Floral Fruity fragrance for women and men.Pulpwas launched in 2008. Top notes are Black Currant, Bergamot and Cardamon; middle notes are Fig, Red Apple and Tiare Flower; base notes are Praline, Peach Blossom and Cedar.",2008,"Black Currant, Bergamot, Cardamon","Fig, Red Apple, Tiare Flower","Praline, Peach Blossom, Cedar","fruity, sweet, woody, floral",N/A,https://fimgs.net/mdimg/perfume-thumbs/375x500.3576.jpg,for women and men,N/A,N/A,2026-06-06 23:45:26,Fragrantica
https://www.fragrantica.com/perfume/Byredo/Rodeo-45540.html,Rodeo Byredofor women and men,Byredo,3.92,64,"RodeobyByredois a Leather fragrance for women and men.Rodeowas launched in 2016. The nose behind this fragrance is Ben Gorham. Top note is Leather; middle notes are Suede and Violet; base notes are Vetiver and Black Amber.""Rodeo the fragrance captures the scent of the rodeo itself. It’s the art and poetry of the rodeo, the violence, the fascination with and, the extremity of it. It’s the crackling sound of an old saddle, the singular focus of the bull rider. That moment when everything is calm, just before the rodeo starts."" - a note from the perfumer.Rodeo by Byredo is a Leather fragrance for women and men. This is a new fragrance. Rodeo was launched in 2016. The nose behind this fragrance is Ben Gorham. Top note is leather; middle notes are violet and suede; base notes are black amber and vetiver.",2016,Leather,"Suede, Violet","Vetiver, Black Amber","leather, powdery, violet, animalic",Ben Gorham,https://fimgs.net/mdimg/perfume-thumbs/375x500.45540.jpg,for women and men,N/A,N/A,2026-06-06 23:45:35,Fragrantica
https://www.fragrantica.com/perfume/Byredo/Rose-Noir-3577.html,Rose Noir Byredofor women and men,Byredo,3.85,1514,"Rose NoirbyByredois a Floral Woody Musk fragrance for women and men.Rose Noirwas launched in 2008. Top notes are Grapefruit, Freesia, Red Berries and Cardamom; middle notes are Damask Rose, Lily-of-the-Valley, Raspberry, Violet and Jasmine; base notes are Moss, Musk, Labdanum and Patchouli.",2008,"Grapefruit, Freesia, Red Berries, Cardamom","Damask Rose, Lily-of-the-Valley, Raspberry, Violet, Jasmine","Moss, Musk, Labdanum, Patchouli","rose, mossy, floral, earthy",N/A,https://fimgs.net/mdimg/perfume-thumbs/375x500.3577.jpg,for women and men,N/A,N/A,2026-06-06 23:45:46,Fragrantica
https://www.fragrantica.com/perfume/Byredo/Rose-Of-No-Man-s-Land-31931.html,Rose Of No Man's Land Byredofor women and men,Byredo,4.0,4717,Rose Of No Man's LandbyByredois a Oriental Spicy fragrance for women and men.Rose Of No Man's Landwas launched in 2015. Top notes are Turkey Red Rose and Pink Pepper; middle notes are Turkey Red Rose and Raspberry Bloom; base notes are Papyrus and Amber.,2015,"Turkey Red Rose, Pink Pepper","Turkey Red Rose, Raspberry Bloom","Papyrus, Amber","rose, floral, soft spicy, woody",N/A,https://fimgs.net/mdimg/perfume-thumbs/375x500.31931.jpg,for women and men,N/A,N/A,2026-06-06 23:45:56,Fragrantica
https://www.fragrantica.com/perfume/Byredo/Russell-Westbrook-31423.html,Russell Westbrook Byredofor women and men,Byredo,4.25,36,Russell WestbrookbyByredois a Woody Aromatic fragrance for women and men.Russell Westbrookwas launched in 2015. Top notes are Gin and Osmanthus; middle notes are Black Violet and Tobacco; base notes are Haitian Vetiver and Suede.,2015,"Gin, Osmanthus","Black Violet, Tobacco","Haitian Vetiver, Suede","aromatic, woody, floral, powdery",N/A,https://fimgs.net/mdimg/perfume-thumbs/375x500.31423.jpg,for women and men,N/A,N/A,2026-06-06 23:46:06,Fragrantica
https://www.fragrantica.com/perfume/Byredo/Seven-Veils-13307.html,Seven Veils Byredofor women and men,Byredo,3.94,1153,"Seven VeilsbyByredois a fragrance for women and men.Seven Veilswas launched in 2011. The fragrance features Vanille, Carrot, Pink Pepper, Sandalwood, Orchid, Wisteria and Rose.The story behind the scent is based on the biblical tale about Salome's dance, that is known as ""the dance of the Seven Veils"".The composition includes: carrot seed, pimento berries, Tahitian vanilla flower, laurier rose, glycine, tiger orchid, sandalwood and vanilla.",2011,N/A,N/A,N/A,"powdery, soft spicy, vanilla, floral",N/A,https://fimgs.net/mdimg/perfume-thumbs/375x500.13307.jpg,for women and men,N/A,N/A,2026-06-06 23:46:13,Fragrantica
https://www.fragrantica.com/perfume/Byredo/Sister-Dreamer-128860.html,Sister Dreamer Byredofor women and men,Byredo,3.5,18,"Sister DreamerbyByredois a Floral Woody Musk fragrance for women and men. This is a new fragrance.Sister Dreamerwas launched in 2026. Top notes are Pink Pepper, juniper berry and Frankincense; middle notes are Turkish Rose, Geranium and Freesia; base notes are Healingwood, Amberwood and Sandalwood.Sister Dreamer by Byredo is a limited-edition fragrance released in 2026 in collaboration with Los Angeles-based artist Lauren Halsey. The composition opens with juniper berry, pink pepper, and frankincense, moves into a floral heart of freesia, geranium, and Turkish rose, and settles into sandalwood, healingwood, and amberwood. The concept of the fragrance is tied to themes of place, collective memory, community, and imagined futures, with references to Los Angeles and cultural preservation.",2026,"Pink Pepper, juniper berry, Frankincense","Turkish Rose, Geranium, Freesia","Healingwood, Amberwood, Sandalwood","rose, fresh spicy, aromatic, woody",N/A,https://fimgs.net/mdimg/perfume-thumbs/375x500.128860.jpg,for women and men,N/A,N/A,2026-06-06 23:46:21,Fragrantica
https://www.fragrantica.com/perfume/Byredo/Slow-Dance-57007.html,Slow Dance Byredofor women and men,Byredo,3.83,1736,"Slow DancebyByredois a fragrance for women and men.Slow Dancewas launched in 2019. The nose behind this fragrance is Jérôme Epinette. Top notes are Opoponax and Cognac; middle notes are Labdanum, Violet and Geranium; base notes are Vanilla, Patchouli and Incense.""The slow dance: A rites-of-passage moment for both girls and boys before they metamorphose into women and men. A feeling of exhilaration tempered by awkwardness, a heady collision of innocence and experience, not knowing and knowing, felt across countries, cultures and time. Slow Dance mixes ideas of the feminine and masculine, bitter and sweet, in a rich, intoxicating distillation redolent of warm skin and breathless exchange. Here (high school) clichés mingle and become something more; at once familiar and iconoclastic, the ancient perfumer’s arsenal is made modern and anew."" - a note from the brand.",2019,"Opoponax, Cognac","Labdanum, Violet, Geranium","Vanilla, Patchouli, Incense","amber, woody, balsamic, warm spicy",Jérôme Epinette,https://fimgs.net/mdimg/perfume-thumbs/375x500.57007.jpg,for women and men,N/A,N/A,2026-06-06 23:46:29,Fragrantica
https://www.fragrantica.com/perfume/Byredo/Sunday-Cologne-13044.html,Sunday Cologne Byredofor women and men,Byredo,3.81,853,"Sunday ColognebyByredois a Woody Aromatic fragrance for women and men.Sunday Colognewas launched in 2011. Top notes are Bergamot, Star Anise and Cardamom; middle notes are Lavender, Geranium and Incense; base notes are Vetiver, oak moss and Patchouli.",2011,"Bergamot, Star Anise, Cardamom","Lavender, Geranium, Incense","Vetiver, oak moss, Patchouli","aromatic, fresh spicy, citrus, woody",N/A,https://fimgs.net/mdimg/perfume-thumbs/375x500.13044.jpg,for women and men,N/A,N/A,2026-06-06 23:46:38,Fragrantica
https://www.fragrantica.com/perfume/Byredo/Sundazed-54747.html,Sundazed Byredofor women and men,Byredo,3.76,2274,SundazedbyByredois a Citrus fragrance for women and men.Sundazedwas launched in 2019. The nose behind this fragrance is Jérôme Epinette. Top notes are Mandarin Orange and Californian Lemon; middle notes are Neroli and Jasmine Sambac; base notes are Cotton Candy and White Musk.,2019,"Mandarin Orange, Californian Lemon","Neroli, Jasmine Sambac","Cotton Candy, White Musk","citrus, sweet, white floral, caramel",Jérôme Epinette,https://fimgs.net/mdimg/perfume-thumbs/375x500.54747.jpg,for women and men,N/A,N/A,2026-06-06 23:46:49,Fragrantica
https://www.fragrantica.com/perfume/Byredo/Super-Cedar-35530.html,Super Cedar Byredofor women and men,Byredo,3.77,1997,Super CedarbyByredois a Woody Floral Musk fragrance for women and men.Super Cedarwas launched in 2016. Top note is Rose; middle note is Virginian Cedar; base notes are Haitian Vetiver and Musk.,2016,Rose,Virginian Cedar,"Haitian Vetiver, Musk","woody, aromatic, musky, powdery",N/A,https://fimgs.net/mdimg/perfume-thumbs/375x500.35530.jpg,for women and men,N/A,N/A,2026-06-06 23:46:58,Fragrantica
https://www.fragrantica.com/perfume/Byredo/Susanne-Kaufmann-x-Byredo-Bregenzerwald-Fragrance-Oil-89054.html,Susanne Kaufmann x Byredo Bregenzerwald Fragrance Oil Byredofor women and men,Byredo,3.5,16,Susanne Kaufmann x Byredo Bregenzerwald Fragrance OilbyByredois a Aromatic Green fragrance for women and men.Susanne Kaufmann x Byredo Bregenzerwald Fragrance Oilwas launched in 2023. Top notes are Juniper Berries and elemi; middle notes are Galbanum and Jasmine; base notes are Sugar and Fig.,2023,"Juniper Berries, elemi","Galbanum, Jasmine","Sugar, Fig",N/A,N/A,https://fimgs.net/mdimg/perfume-thumbs/375x500.89054.jpg,for women and men,N/A,N/A,2026-06-06 23:47:06,Fragrantica
https://www.fragrantica.com/perfume/Byredo/Velvet-Haze-46358.html,Velvet Haze Byredofor women and men,Byredo,3.71,1483,"Velvet HazebyByredois a Oriental Woody fragrance for women and men.Velvet Hazewas launched in 2017. The nose behind this fragrance is Jérôme Epinette. Top notes are Coconut, Hibiscus and Bergamot; middle notes are Patchouli, Tuberose and Osmanthus; base notes are Patchouli, Musk, Cacao Pod, Ambrette (Musk Mallow) and Cashmeran.",2017,"Coconut, Hibiscus, Bergamot","Patchouli, Tuberose, Osmanthus","Patchouli, Musk, Cacao Pod, Ambrette (Musk Mallow), Cashmeran","musky, patchouli, woody, floral",Jérôme Epinette,https://fimgs.net/mdimg/perfume-thumbs/375x500.46358.jpg,for women and men,N/A,N/A,2026-06-06 23:47:17,Fragrantica
https://www.fragrantica.com/perfume/Byredo/Young-Rose-69009.html,Young Rose Byredofor women and men,Byredo,3.97,1580,Young RosebyByredois a Floral Woody Musk fragrance for women and men.Young Rosewas launched in 2021. Top notes are Sichuan Pepper and Ambrette (Musk Mallow); middle notes are Damask Rose and Iris; base notes are Musk and Ambroxan.,2021,"Sichuan Pepper, Ambrette (Musk Mallow)","Damask Rose, Iris","Musk, Ambroxan","musky, rose, floral, amber",N/A,https://fimgs.net/mdimg/perfume-thumbs/375x500.69009.jpg,for women and men,N/A,N/A,2026-06-06 23:47:25,Fragrantica
https://www.fragrantica.com/perfume/Byredo/Alto-Astral-Body-Mist-135120.html,Alto Astral Body Mist Byredofor women and men,Byredo,3.0,1,"Alto Astral Body MistbyByredois a Floral Aldehyde fragrance for women and men. This is a new fragrance.Alto Astral Body Mistwas launched in 2026. Top notes are Coconut Water and Pink Pepper; middle notes are Saffron, Linen and Wild Orchid; base notes are Sandalwood, Salt, Frothed milk and Amber.Capturing the uplifting energy of the Brazilian expression alto astral, the Body Mist blends coconut water and pink peppercorn with a radiant heart of wild orchid and saffron flower, softened by a clean linen accord and anchored by a base of sandalwood, salted amber, and warm milk.",2026,"Coconut Water, Pink Pepper","Saffron, Linen, Wild Orchid","Sandalwood, Salt, Frothed milk, Amber","woody, salty, warm spicy, powdery",N/A,https://fimgs.net/mdimg/perfume-thumbs/375x500.135120.jpg?t=1780602167,for women and men,N/A,N/A,2026-06-06 23:47:32,Fragrantica
https://www.fragrantica.com/perfume/Byredo/Bal-d-Afrique-Body-Mist-134450.html,Bal d'Afrique Body Mist Byredofor women and men,Byredo,N/A,N/A,"Bal d'Afrique Body MistbyByredois a Floral Woody Musk fragrance for women and men. This is a new fragrance.Bal d'Afrique Body Mistwas launched in 2026. Top notes are Blackcurrant, Bergamot, African Marigold and Lemon; middle notes are Lily of the Valley, Jasmine and Violet; base notes are Musk, Vetiver, Black Amber and Tonka Bean.Bal d'Afrique Body Mist by Byredo is a release from 2026. Presented as a lighter body mist version of the Bal d'Afrique scent, it opens with African marigold, bergamot, blackcurrant, and lemon, develops through jasmine, lily of the valley, and violet, and settles into black amber, musk, tonka bean, and vetiver. The brand describes it as a tribute to African music and dance, and the formula is stated to be vegan and enriched with aloe vera.",2026,"Blackcurrant, Bergamot, African Marigold, Lemon","Lily of the Valley, Jasmine, Violet","Musk, Vetiver, Black Amber, Tonka Bean","musky, aromatic, woody, animalic",N/A,https://fimgs.net/mdimg/perfume-thumbs/375x500.134450.jpg?t=1779962834,for women and men,N/A,N/A,2026-06-06 23:47:40,Fragrantica
https://www.fragrantica.com/perfume/Byredo/Gypsy-Water-Body-Mist-135121.html,Gypsy Water Body Mist Byredofor women and men,Byredo,4.0,1,"Gypsy Water Body MistbyByredois a Woody Aromatic fragrance for women and men. This is a new fragrance.Gypsy Water Body Mistwas launched in 2026. Top notes are Juniper Berries, Bergamot and Lemon; middle notes are Incense, Orris Root and Pine needles; base notes are Amber, Vanilla and Sandalwood.Capturing the beauty of life in motion and the raw freedom of impermanence, the Body Mist blends lemon, juniper berries, and pepper with a smoky heart of incense, iris, and pine needle, anchored by a warm base of amber, sandalwood, and vanilla.",2026,"Juniper Berries, Bergamot, Lemon","Incense, Orris Root, Pine needles","Amber, Vanilla, Sandalwood","amber, vanilla, woody, powdery",N/A,https://fimgs.net/mdimg/perfume-thumbs/375x500.135121.jpg?t=1780602697,for women and men,N/A,N/A,2026-06-06 23:47:47,Fragrantica
https://www.fragrantica.com/perfume/Byredo/Mojave-Ghost-Body-Mist-135115.html,Mojave Ghost Body Mist Byredofor women and men,Byredo,N/A,N/A,"Mojave Ghost Body MistbyByredois a Floral Woody Musk fragrance for women and men. This is a new fragrance.Mojave Ghost Body Mistwas launched in 2026. Top notes are Sapodilla and Ambrette; middle notes are Magnolia, Sandalwood and Violet; base notes are Vetiver, Blonde Woods, Musk and Ambergris.Inspired by the raw beauty and enduring spirit of the Mojave Desert, the Body Mist blends ambrette and Jamaican nasberry with a luminous floral heart of magnolia, and violet, anchored by a warm base of Chantilly musk, crisp amber, vetiver, and blonde woods.",2026,"Sapodilla, Ambrette","Magnolia, Sandalwood, Violet","Vetiver, Blonde Woods, Musk, Ambergris","floral, woody, musky, powdery",N/A,https://fimgs.net/mdimg/perfume-thumbs/375x500.135115.jpg?t=1780601316,for women and men,N/A,N/A,2026-06-06 23:47:58,Fragrantica
https://www.fragrantica.com/perfume/Byredo/Rose-Of-No-Man-s-Land-Body-Mist-135117.html,Rose Of No Man's Land Body Mist Byredofor women and men,Byredo,N/A,N/A,"Rose Of No Man's Land Body MistbyByredois a Oriental Spicy fragrance for women and men. This is a new fragrance.Rose Of No Man's Land Body Mistwas launched in 2026. Top notes are Turkish Rose and Pink Pepper; middle notes are Turkish Rose and Raspberry Blossom; base notes are Amber and Papyrus.Paying tribute to strength, grace, and compassion, the Body Mist blends pink pepper and Turkish rose petals with a floral heart of Rose Damascena and raspberry blossom, anchored by a warm base of amber and papyrus.",2026,"Turkish Rose, Pink Pepper","Turkish Rose, Raspberry Blossom","Amber, Papyrus","rose, floral, amber, woody",N/A,https://fimgs.net/mdimg/perfume-thumbs/375x500.135117.jpg?t=1780601817,for women and men,N/A,N/A,2026-06-06 23:48:09,Fragrantica
https://www.fragrantica.com/perfume/Byredo/Space-Rage-Travx-64217.html,Space Rage Travx Byredofor women and men,Byredo,3.28,197,"Space Rage TravxbyByredois a fragrance for women and men.Space Rage Travxwas launched in 2020. The fragrance features Fig, Citruses, Black Currant, Rose Geranium, Ozonic notes, Palmarosa, Red Apple, Praline, Cardamom, Peach Blossom, Cedar, Tiare Flower and Rose Oil.Byredo teamed up with American rapper Travis Scott for the new Space Rage collaboration.Top notes: Cosmic dust, Antimatter particlesHeart: Starlight, The scent of SupernovaBase: Atmospheric vapour, Dark nebulae100 ML EDP, limited edition.",2020,N/A,N/A,N/A,"fruity, sweet, citrus, woody",N/A,https://fimgs.net/mdimg/perfume-thumbs/375x500.64217.jpg,for women and men,N/A,N/A,2026-06-06 23:48:16,Fragrantica
https://www.fragrantica.com/perfume/Byredo/Gypsy-Water-Eau-de-Cologne-25293.html,Gypsy Water Eau de Cologne Byredofor women and men,Byredo,3.54,54,"Gypsy Water Eau de ColognebyByredois a Woody Aromatic fragrance for women and men.Gypsy Water Eau de Colognewas launched in 2014. Top notes are Bergamot, Lemon, Juniper Berries and Pepper; middle notes are Pine Tree, Incense and Orris Root; base notes are Vanilla, Sandalwood and Amber.Byredo is launching three fragrances of the modern new collection of eaux de cologne named after popular editions of the house: Gypsy Water, Sunday Cologne and Mister Marvelous, available as eau de cologne and certainly in flacons larger than the usual EDT and EDP editions. The new Cologne collection is an extension of the existing line towards a contemporary presentation of eau de cologne, created of top quality raw materials, as charismatic, exciting and elegant.All three fragrances which are now available in the eau de cologne collection retain their original olfactive identity by obtaining a fresher and dashier character. The new eaux de cologne Byredo will be available on the market starting from May 2014.GYPSY WATER EAU DE COLOGNE includes bergamot, lemon, berries, juniper berries in the top; incense, pine, orris root in the heart and sandalwood, amber, vanilla in the base.",2014,"Bergamot, Lemon, Juniper Berries, Pepper","Pine Tree, Incense, Orris Root","Vanilla, Sandalwood, Amber","woody, aromatic, citrus, fresh spicy",N/A,https://fimgs.net/mdimg/perfume-thumbs/375x500.25293.jpg,for women and men,N/A,N/A,2026-06-06 23:48:23,Fragrantica
https://www.fragrantica.com/perfume/Byredo/Mister-Marvelous-Eau-de-Cologne-25294.html,Mister Marvelous Eau de Cologne Byredofor men,Byredo,3.87,23,"Mister Marvelous Eau de ColognebyByredois a Woody Aromatic fragrance for men.Mister Marvelous Eau de Colognewas launched in 2014. Top notes are Neroli and Petitgrain; middle notes are Bamboo and Lavender; base notes are Cedar and Amber.Byredo is launching three fragrances of the modern new collection of eaux de cologne named after popular editions of the house: Gypsy Water, Sunday Cologne and Mister Marvelous, available as eau de cologne and certainly in flacons larger than the usual EDT and EDP editions. The new Cologne collection is an extension of the existing line towards a contemporary presentation of eau de cologne, created of top quality raw materials, as charismatic, exciting and elegant.All three fragrances which are now available in the eau de cologne collection retain their original olfactive identity by obtaining a fresher and dashier character. The new eaux de cologne Byredo will be available on the market starting from May 2014.MISTER MARVELOUS EAU DE COLOGNE
includes petitgrain, neroli in the top, lavender, bamboo in the heart and cedar and amber in the base.",2014,"Neroli, Petitgrain","Bamboo, Lavender","Cedar, Amber","woody, citrus, aromatic, white floral",N/A,https://fimgs.net/mdimg/perfume-thumbs/375x500.25294.jpg,for men,N/A,N/A,2026-06-06 23:48:32,Fragrantica
https://www.fragrantica.com/perfume/Byredo/Sunday-Cologne-Eau-de-Cologne-25295.html,Sunday Cologne Eau de Cologne Byredofor women and men,Byredo,3.56,36,"Sunday Cologne Eau de ColognebyByredois a Woody Aromatic fragrance for women and men.Sunday Cologne Eau de Colognewas launched in 2014. Top notes are Bergamot, Star Anise and Cardamom; middle notes are Lavender, Geranium and Incense; base notes are Vetiver, Moss and Patchouli.Byredo is launching three fragrances of the modern new collection of eaux de cologne named after popular editions of the house: Gypsy Water, Sunday Cologne and Mister Marvelous, available as eau de cologne and certainly in flacons larger than the usual EDT and EDP editions. The new Cologne collection is an extension of the existing line towards a contemporary presentation of eau de cologne, created of top quality raw materials, as charismatic, exciting and elegant.All three fragrances which are now available in the eau de cologne collection retain their original olfactive identity by obtaining a fresher and dashier character. The new eaux de cologne Byredo will be available on the market starting from May 2014.SUNDAY COLOGNE EAU DE COLOGNE
includes star annise, cardamom, bergamot in the top,lavender, geranium, incense in the heart and vetiver, patchouli and moss in the base.",2014,"Bergamot, Star Anise, Cardamom","Lavender, Geranium, Incense","Vetiver, Moss, Patchouli","aromatic, fresh spicy, citrus, woody",N/A,https://fimgs.net/mdimg/perfume-thumbs/375x500.25295.jpg,for women and men,N/A,N/A,2026-06-06 23:48:40,Fragrantica
https://www.fragrantica.com/perfume/Byredo/Bal-d-Afrique-Hair-Perfume-71942.html,Bal d'Afrique Hair Perfume Byredofor women and men,Byredo,4.2,45,"Bal d'Afrique Hair PerfumebyByredois a Floral Woody Musk fragrance for women and men.Bal d'Afrique Hair Perfumewas launched in 2015. Top notes are Bergamot, Lemon, Marigold and Neroli; middle notes are Buchu or Agathosma, Violet, Jasmine and Cyclamen; base notes are Vetiver, Black Amber, Musk and Moroccan Cedar.",2015,"Bergamot, Lemon, Marigold, Neroli","Buchu or Agathosma, Violet, Jasmine, Cyclamen","Vetiver, Black Amber, Musk, Moroccan Cedar","aromatic, citrus, woody, earthy",N/A,https://fimgs.net/mdimg/perfume-thumbs/375x500.71942.jpg,for women and men,N/A,N/A,2026-06-06 23:48:51,Fragrantica
https://www.fragrantica.com/perfume/Byredo/Byredo-Blanche-Hair-Perfume-46222.html,Byredo Blanche Hair Perfume Byredofor women,Byredo,4.07,55,"Byredo Blanche Hair PerfumebyByredois a Floral Aldehyde fragrance for women. Top notes are Aldehydes, Pink Pepper and White Rose; middle notes are Violet, Peony and Neroli; base notes are Musk, Cashmeran and Sandalwood.",N/A,"Aldehydes, Pink Pepper, White Rose","Violet, Peony, Neroli","Musk, Cashmeran, Sandalwood","powdery, musky, fresh, aldehydic",N/A,https://fimgs.net/mdimg/perfume-thumbs/375x500.46222.jpg,for women,N/A,N/A,2026-06-06 23:49:02,Fragrantica
https://www.fragrantica.com/perfume/Byredo/Gypsy-Water-Hair-Perfume-71940.html,Gypsy Water Hair Perfume Byredofor women and men,Byredo,4.24,38,"Gypsy Water Hair PerfumebyByredois a Woody Aromatic fragrance for women and men.Gypsy Water Hair Perfumewas launched in 2015. Top notes are Pepper, Juniper Berries, Lemon and Bergamot; middle notes are Incense, Pine needles and Orris; base notes are Amber, Vanilla and Sandalwood.",2015,"Pepper, Juniper Berries, Lemon, Bergamot","Incense, Pine needles, Orris","Amber, Vanilla, Sandalwood","amber, woody, aromatic, vanilla",N/A,https://fimgs.net/mdimg/perfume-thumbs/375x500.71940.jpg,for women and men,N/A,N/A,2026-06-06 23:49:14,Fragrantica
https://www.fragrantica.com/perfume/Byredo/La-Tulipe-Hair-Perfume-71939.html,La Tulipe Hair Perfume Byredofor women and men,Byredo,4.0,34,La Tulipe Hair PerfumebyByredois a Floral fragrance for women and men.La Tulipe Hair Perfumewas launched in 2016. Top notes are Cyclamen and Rhubarb; middle notes are Tulip and Freesia; base notes are White Woods and Vetiver.,2016,"Cyclamen, Rhubarb","Tulip, Freesia","White Woods, Vetiver","floral, green, soft spicy, woody",N/A,https://fimgs.net/mdimg/perfume-thumbs/375x500.71939.jpg,for women and men,N/A,N/A,2026-06-06 23:49:20,Fragrantica
https://www.fragrantica.com/perfume/Byredo/Mojave-Ghost-Hair-Perfume-71938.html,Mojave Ghost Hair Perfume Byredofor women and men,Byredo,4.09,47,"Mojave Ghost Hair PerfumebyByredois a Oriental Floral fragrance for women and men.Mojave Ghost Hair Perfumewas launched in 2016. Top notes are Ambrette (Musk Mallow) and Sapodilla; middle notes are Violet, Magnolia and Sandalwood; base notes are Cedar and Ambergris.",2016,"Ambrette (Musk Mallow), Sapodilla","Violet, Magnolia, Sandalwood","Cedar, Ambergris","floral, musky, woody, powdery",N/A,https://fimgs.net/mdimg/perfume-thumbs/375x500.71938.jpg,for women and men,N/A,N/A,2026-06-06 23:49:30,Fragrantica
https://www.fragrantica.com/perfume/Byredo/Rose-Of-No-Man-s-Land-Hair-Perfume-71937.html,Rose Of No Man's Land Hair Perfume Byredofor women and men,Byredo,3.68,22,Rose Of No Man's Land Hair PerfumebyByredois a Oriental Floral fragrance for women and men. Top notes are Turkish Rose and Pink Pepper; middle notes are Turkish Rose and Raspberry Bloom; base notes are Papyrus and White Amber.,N/A,"Turkish Rose, Pink Pepper","Turkish Rose, Raspberry Bloom","Papyrus, White Amber","rose, floral, woody, soft spicy",N/A,https://fimgs.net/mdimg/perfume-thumbs/375x500.71937.jpg,for women and men,N/A,N/A,2026-06-06 23:49:39,Fragrantica
